page,verse_number,verse,title,variety,variety_glottocode,language,language_glottocode,lang_iso639.3,var_lang_rel
76,28,Or l'ainat se et nou boulio pas pay done en esten sourtich se mettec à l’inbita.,Id. En patois de Saint-Girons (Ariége),Gascon,gasc1240,Occitan,occi1239,oci,dialect
76,29,Mes ea respounen aquech hil disec à sou pay: Bezets que jou bous servichi despus tant d'ans ; et jamés y . nou è transgressach boste coumandoment ; et jamés nou m'ajets dach un cravot per esteja dam mous amics.,Id. En patois de Saint-Girons (Ariége),Gascon,gasc1240,Occitan,occi1239,oci,dialect
76,30,"Mes quant aquech boste hill qu'a devourach sou be dam eras baurienos é benguch, bous aüets tuach ech gras en sa favou.",Id. En patois de Saint-Girons (Ariége),Gascon,gasc1240,Occitan,occi1239,oci,dialect
76,31,Mès ech pay ly dizec : Mou hill! tu es toustem dam ou et tout ço qu'è mieü è tieü.,Id. En patois de Saint-Girons (Ariége),Gascon,gasc1240,Occitan,occi1239,oci,dialect
76,32,"Calio donc hè festin et se rejoui, qüsqu'aqueste tou fray ero mort et qu'é ressussitach ; ero perduch et s'é . trouvach.",Id. En patois de Saint-Girons (Ariége),Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,11,Un homè abio dous fils.,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,12,"Lè pus jouèné diguèc à soun payré : Moun payré, dounats mè soquè me diou rèbèni de bostrè bè, et payrè lour fèc lèpartatgè de soun bè.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,13,"Paouc dè jours aprèp , aquèl jouèn homè èn abèn amassat tout so què abio sèn anguèc dins un paysèstrangé . fort éloignat ount èl dissipèc tout soun bè èn fan excés èn dèbauchos.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,14,Aprèp qu'ajec tout dèspènsat surbenguèc uno grando famino dins aquèl pays et èl coumensèc à dins la nècèssitat.,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,15,"El sèn anguèc dounc et sè mèttèc al sèrbici d'un . dès habitans dèl pays, què l'èmbouyèc à soun oustal campagno per y garda lès porcs.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,16,"Et aquy èl serio èstat pla charmat de rampli soun béntré de las culèfos què lès porcs manjaboun, mais nou n'in dounabo.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,17,Anfin dintrèc èn èl mêmo et diguèc : Y'a pla domesticos dins l'oustal dè moun payrè qu'an may dè què nou lour cal et yèou soun ayci à mouri dè fam.,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,18,"Cal què yeou mè lèbè et què angoy trouba moun payrè et què ly digo : Moun payrè, yeou èy pècat countro lè cèl et countro bous.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,19,Et yeou nou soun pas dignè d'estrè appèlat bostré fils : tratats mè coumo un dès bostrés serbitous que soun a bostrés gatgés.,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,20,"El se lèbèc doun et s'èn bènguèc trouba soun payrè ; et encaro èro pla lèn, soun payré l'appersèbéc et ne fousquèc toncat de coumpassiou et galoupèc à èl, se jettèc à soun col et lè bayzèc.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,21,Et soun filly diguèc: Moun payré yeou peccat countro le le cèl et.countro bous et yeou nou soun pus dignè d'èstrè apèlat bostré fil.,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,22,"Alabètslè payrè diguèc a sous domèsticos : Pourtats prouptomèn sa prumièro raoubo et mettets lo'y, et mettets y un anèl al dit et dè souliès as pés.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,23,"Mènats tabés un bèdèl gras, tuats lè et fascan ' bouno chèro :",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,24,"Perçoquè moun fil qu’ès aquy èro mort et ès ressuscitat, èro pèrdut et ès troubat , èlis coumencéoun dounc àfa un fèstin.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,25,"Cepandant soun fil aynat, qu'èro dins lès camps rebènguèc et quand fousquèc prochè de l'oustal èntèndèc què cantaboun et què dansaboun.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,26,El appèlèc un dès serbitous et ly démandèc so qu'aco ..,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,27,Lè serbitou ly rèspoundèc : Aco ès què bostré j frayrè ès tournat et bostré payrè a tuat un bedèl gras perço qu'èl la rècèpiut en santat:,Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,28,"Aco le mettèc èn coulero, èl nou boulguèc pas dintra dins lè loutgis, mais soun payrè sourtisquèc per lè",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,29,"El y fasquèc aquèsto rèspounso : Garats aquy dèja tant d'aunados què yeou bous serbici, ét yeou nou bous amay désoubeit èn rès de so què m'abets coumandat, et cépandan bous nous m'abets jamay dounat un crabit per mè rèjoui ambe mous",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,30,"Mais talèou qu'aquèl aoutré fil, qu'a mangeat ambè de fènnos proustituados ès rèbèngut bous abèts le bèdèl gras.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,31,"Alabèts le payrè ly diguèc : Moun fil, bous èts toutchoun ambè yeou et tout so què poussèdi ès bostré.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
78,32,"Mais caillo fa un el nous réjoui perço bostré frayrè ero mort et è) ès ressuscitat, èl èro perdut et ès eslat retroubat.",Id. en patois du département de la Haute-Garonne,Gascon,gasc1240,Occitan,occi1239,oci,dialect
80,11,Un certain home ageg dous,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,12,Et le pus joube diguec à son paire : Dounax mela : pourtiou des bés que me pertoquo ; et le paire les lour debiseg.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,13,"El paug de jous s'eren passato que le pus apros abé tout ramassat c'en aneg pel mond, pais fort eloignat et aqui dissipeg ço. que abio, en biben dins la dissouloution.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,14,"Et quand ageg tout despensat, arribeg dins aquel pais una granda famina et el commenseg d'estre en necessitat.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,15,Et s'en aneg et se douneg à un habitant d'aquel pais que l'enbouyeg dins una siba borda per y garda tes porcs. ..,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,16,"El el desirabo de se remplir le bentre des peilloffes que les porcs mangeaben et digus nou l'y dounabo,",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,17,"Mes rebengut en el mateix, el digueg : Y a tantde baillets dins l'oustal de mon paire que mangen pa tant ; que bolen et yeu me mori acy de fam !",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,18,Que me lebé et m'en aniré trouba mon paire et que ly digo : Paire ai peccat contre le cel et debant bous.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,19,"Ja nou merite pas d'estre appelat bostre fil, tratax me coumo un des bostris",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,20,"Et se leban s'en benguec en co de son paire. Coumo n'ero encaro leng, son paire le begeg et fousqueg toucat, de compassiou. Et en courrien al devant del, s'y jetec al eol et le baiseg. ,",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,21,fit ly digueg : Paire yeu ai peceat contre lecel et debant bous ja nou merite pas d’estre appelat bos,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,22,Mes le paire digueg à sous baillets : Bite pourtax la premiera rauba et bestissen le et mettes ly una bagua al dit et de souliers as pés.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,23,Et menax le bedeilh gras et tuax le et mangen et fasquen festo.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,24,"Pramos que mon fil que es aqui, ero mort et es ressuscitat, ero perdut et s'es troubat , et la festo coumenseg.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,25,"Or le fil aynat d'aquel paire ero pes camps, et coumo benio et que s'approuchaba de l'oustail, ausig concert et dansa.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,26,Et crideg un des baillets et ly demandeg qu'ero tout aquo.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,27,Et aquel baillet ly diguec : Bostre fraire es tournat et bostre paire a le bedeilh gras parce que l’a recouen bouna santat.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,28,"Mes lainat fousqueg fort fachat et non boulio pas ` à eauso d'aquo le paire estant sourtit , se met à pregua son fil.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,29,"Et en responso le fil digueg à son paire: Garax bous aqui que yeu bous serbisse desempey forço annades, ‘et jamés nou me son escartat de bostris ordres : ét nou m'abex dounat un crabit per fe festo ambe mous amics.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,30,Mes aquel bostre fil qu'a debourat son bé ambe de fennes de maichanta bida n'es pa pu leng arrribat que ï abex tuat per el le bedeilh gras.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,31,Mes le paire ly digueg : Mon fil tu es touchou ambe yeu et tout ço que es mieu es tieu.,Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
80,32,"Calio donc fe festo et se rejouir, pramos que aquel , tou fraire ero mort et es ressucitat, ero perdut et s’es torubat.",Id. en patois de l'arrondissement de Foix (Ariége),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,11,Un certain home ageg dous gougeats.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,12,"le pus joube diguec à son paire dounax me la ! pourtiou des bés que me portoquo, et le paire les lour",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,13,"Et pauq de jous s'eren passats que le pus joube, apres abé tout ramassat, s'en aneg pel mond, dins un pais eloignat, et aqui dissipeg ço que abio, eu biben dins la dissoulutiou.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,14,"Et quant ageg tout despensat, arribeg dins pais una granda famina, et el coumenseg d'estre en necessitat. j",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,15,Et s'en aneg et se douneg à un habitant d'aquel pais que l'enbouyeg dins una siba borda per y garda les pores.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,16,E el desirabo de se remplir le bentre des peilloffes que les porcs mengeaben et digus nou l'y dounabo.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,17,"Mes rebengut en el mateix, el diguec : Y a tant de baillets dins l'oustal de mon paire que mangen pa tant que bolen et yeu me mory acy de fam !",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,18,Que me lebe ; et m’en aniré trouba mon paire et que ly diguo : Paire ai peccat contre le cel et debant bous.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,19,"Ja nou merite pas d’estre appellat bostre fil, tratax J me coumo un des bostris baillets.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,20,"Et seleban s’en bengueg en co de son paire. Coumo n'ero encaro leng, son paire le begeg et fousqueg toucat de compassiou et en courrien ai devant del, sy jetec al col el le baiseg. .",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,21,Et le fil ly digueg : Paire yeu ai peccat contrele cel et debant bous. Ja nou merite pa d'estre appelat fil.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,22,"Mes le paire digueg a sous bailtets : Bite, pourtax la premiera rauba et bestissen le et mettes ly una bagua al dit et de souliers as pés.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,23,El menax le bedeil gras et tuax le et mangen et festo. j,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,24,"Pramos que mon fil que es aqui ero mort et es ressuscitat, ero perdut et s'es troubat ; et la festo cou",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,25,"Or le fil aynat d'aquel paire ero pes camps; et coumo benio et que s'aprouchaba de l'oustal, ausig conet dansa.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,26,Et crideg un des baillets et ly demandeg qu'ero tout aquo.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,27,"Et ly digueg : Bostre fraire es tournat, et bostre paire a tuat le bedeilh gras, parce que l'a recouen bouna santat.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,28,Mes l'ainat fousqueg fort fachat et nou boulio pas entra. A causo d'aquo le pere estant sourtitse met a prega son fil.,Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,29,"Et en responso le fil diguec à son paire : Garax bous aqui que yeu bous serbisse desempey forço annades et james nou me sou escartat de bostrés ordres, et james nou m'abex dounat un crabit per fe festo ambe mous",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,30,"Mes aquel bostre fil qu'a debourat son bé ambe de fennes de maichanta bida, n'es pa pu leng arribat que bous abex tuat per el le bedeilh gras.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,31,"Mes le paire ly digueg : Mon fil, tu es touchou ambe yeu et tout ço que es mieu es tium.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
82,32,"Calio donc fe festo et se rejouir, pramos que aquel tou fraire ero mort et es ressuscitat, ero perdut et s'es troubat.",Id. en patois de l'extrémité de l'arrondissement de Foix,Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
83,11,Un home tingue dos fills.,Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,12,"Y digue lo mes jove de ells al pare : Pare, daü. me part de be que me pertoca, y lis dividi lo be.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,13,"Y pocs dies despres, reunint tot lo del seu, lọ mes ove fill, ana caminant Iluny de sa casa, en pays estrany; y aqui malesmersa lo be seu, vivint luxuriosament,",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,14,"Y despres de aver tot malesmersal vengue forte fam en aquella part de païs, y ell mateix commensa à famejar.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,15,"Y fugi, y se estaca à un ciudadano de aquel païs, que lò envia en sa heretat per porquer.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,16,"Y desitjaba umplir so ventre de la pellofas que los porcs menjavan, y n'ingu l'in donava.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,17,"Reflectint sobre de ell mateix, digue : Quans sos en la casa de meu pare, han abundancia de pa, y jo. assi mori de fam !",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,18,"Alsant-me anire prop de meu pare, y li dirè : Pare, he faltat contre del cel y contre de vos.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,19,"Jo no so digne ser anomenat vostre fill, feu de mi un dels mossos vostres.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,20,"Y alsant-se vengue trobar lo seu pare, era lluny. encara, quant lo seu pare lo vege, y mogut de dia, vengue corrint y caïgué al seu coll, y besa son fill.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,21,"Y son fill li digue : Pare, he faltat contre del cel, y E contre de vos, jo no so digne ser anomenat vostre fill.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,22,"Empero digue lo pare als seus mossos : Prestament portau la vestidura primera y posau li : pogau li l'anell en ma, y calsadura à sos peus.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,23,"Y menau lo vedell engreixat, y matau-lo, y menjam, y allegrem-nos.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,24,"Perque est meu fill, era. mort, y es torgat viu, era perdut y se es trobat, y commensarem à menjar ab allegria.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,25,"Empero son fill lo mes vell camp, y venint y se appropant de la casa, oï musica et cants.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,26,"Y crida un mosso, y li demana que cosa se passava.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,27,Y lo mosso li digue : lo teu germa es vingut y lo `` teu pare a degollat lo vedell engreixat per aver lo rebut en salut.,Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,28,"Empero fu indignat, y no volia entrar, lo seu pare donc exi y commensa à pregontar lo.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,29,"Lo fill responent digue al pare seu : Aqui tans anys so al servey vostre y maï no he faltat à vostres manamens, y mai no me haveu donat un cabrit per allegrar : Me en menjan ab amichs meus.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,30,"Empero arivat est fill vostre, ell que ha. malesmersat sa part de be ab donas perdudas, li aveu mort lo engreixat.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,31,"Empero li digue lo pare : Fill meu, tu sempre ab . mi es, y tot lo del meu es teu.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
83,32,"Y calia allegrar se en menjar, perque est teu germa mort, y es vin gut à la vida, era perdut y se es trobat.",Id. en langue catalane des Pyrénées-Orientales,Catalan,stan1289,Catalan,stan1289,cat,match
85,11,"Y a bin longtemps d'ça ; c’est vieil comme Hérode ou bin comme Maquieusalé, y avait pays par délà, Qi un bonhomme bin à ése et qu'était étoré d' deux gås dont P désingnalement : l’ prummier, un bon éfant, p pas pour deux yards dé malice, fort comme un cri, et commé un j'val ; défectif et ménagé comme un frémi ; l'deuxiinme, l'écloclu, était au contrère, ergolin et endeminé comme un mâtin, maîtrial et fier comme UN paon, feingnant comme un loup soûl, car i n'avait eu d' cail dans les grattouères, foucaràs, baguenauguier, musottant à des babioles et à des minus’ries dé Tien, brin veillatif, a d'lûge dé s'habit qui fichait bout oi : la sus l’ cârriau va commé j'té pousse vla sou",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,12,"Prour lors, quand i fut âgé, i tirit son pére à quarquier et i y in dit sans sourċillé: Popa, qui dit, mé v'là assez dégougiué pour fére tout seu mon tour dé-France, mé dou, si vous plaît, c' qui deut mé r'véni du bien d' monman, car j veux pu fére dé souit dans vot méson. R L’ bonhomme, pour n' point coutrarié s’n’ éfant à qui } qui l'avait toujou léssé l'olivier courant, y in reponnit : Vu tu bin, j veux bien ; la d’ssus, i lotit son bien et i dounit ; à son jeune gås c’ qui y ni r'vint.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,13,"Unne écousse aprée, l’ vaspâsien c'mensit pa fére unne vendue d’ ses piéces égôpées et pi du restant ca n’ fu pas long. Quant il eut s’n’ ergent, i l’fit derliné dans: ses pouquettes, i prit ses cliques et ses claques et lé v'la parli sans dire ni boujou ni agieu à ses gens. I s'en fut au guiâbe au vert et s'mit d société avec unne ribanbelle de galvôdeux, tous gås qu'avaient fait les cent dix neuf coups; aprée ça, i s'acoclinit avec unne atitrée d’ garces, d' pràes, le jétrin du peuple qui l'volirent à main et à démain. I mittent tertous à joué à la galine, ès quille, au pellait, ès dés, ès cartes et ès dominos et pi a fére boustifailles, à bouére à tire la rigot du gros bére et du pouéré paré, el bin sur qui n’ léssaient point d’ roupions dans leux godes. A fére c'té vie d’sordonnée, l'avé du gàs filit comme unne brouée et in n'eut pas pour longtemps à mangé son saint frusquin. Quant i n'eut pus ni sou ni maille, la racâille qui l'avait si bin d'sargenté y ni dit : dépêque té d'la comme tu pourias , en fin finale, les gås y ni cherchirent pouille et y ni firent du boucan , il corbüchirent et l'env'yirent beuguer cout' la paré et l’ fichirent dého aprée l'avé bin houssé, jusquès feummelles qui y ni roussirent sa barbiche et l’ firent décassé à coups d' sabot dans les guibolles et pi qui harirent leux chien sus ses mollets ! Quant l’ pauv’ éfant s' vitcorbûché dé cté magniére, i pritdu pu battu et s’ sauvit.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,14,"C’étoit qué d' la S' Jean ; mains v'la qui vint dans d c’ pays la une fanmine si tellement conséquente qu’ personne n'avait d’ quié s’ melle dans l' gaviau. Not’ gas s' trouvit bin ébôbi, prins d’ bin gourd et bin emberlificoté quand i n'eut pus l' sou pour s'aicheté de la mâquaille.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,15,"Pours lorss, quant i n’ sut pus d’ queux bouais fére éville,-i s’ mit en condition chez un laboureux d' l'endrait qu'était guére sociabe et qu'avait l' cœur dur comme caillou. Comme l’ går n’était point prope à grand quié, niner les cochons et les trouées au pourcha ; pas guére ch’nu pour un homme dé son rang.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,16,"L’ malhéreux efant avait l’ bouyau vide et tant seurement pas unne gringue dé pain à cassé ; i n’ gardait d'un air songeard ses bétes qui mangeaient leux clafrées d' mégues et ca l'fsait soulâssé ; i l’érait bin vlu en mangé itout, mains personne n’ y en baillait et n'y in permit d’ péquer à meinme l'auge des",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,17,"n’ perdit point pour c'la la tremontade ; i y ni print unne revertêrie et i s’ dit en tout par li: Mon Guieu, j’ bisque ttet j'ai ti deul d'avé fiché camp dé d'chez mon bonhomme de pére ayou qu’ les mechants hallots mongent leux sou et r'pussent sus la padant qué mé j' creuve dé faim là.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,18,"V'la c' qué j’ vas fére: j' vas m'en allé trouvé popa j qu' est bon commé F bon pain, et j ni dirai: Popa, j’ n'ai point eté jatil pou l bon Gieu ni pour vous n’ tout et j'en ai bin du chagrin :",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,19,"mérite point que j m'appliez vot éfant ; traitait mé don comme l’ dergnier d’ vos hallots, mains r'prenmé chez vous, j v'sen prie en grâce.",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,20,"L’ gâs n° fit ni unne ni deusse ; i s' lévit dés P’ pètron et i r'print chemin d’ son pays. Pou qw ses voùésins n’ lé veyent point et n’ berrelaudent point comme i l'avait plu sur sa merc’rie, i fil rencint par village. Il était co un hupet loin dé d'chez li quant à travers les branches qui balaient la ruette, i le r’connut d sa dégainne et à sa mar - chure pace qu'il était un brin bancal. L’bounhomme qu'acœur sur la main, sitôt qui P vit, i fut tout bistrouet i courut au d'vant dé s'n' éfant tant qu’ ses pouvaient allé et i à brassée à son cós et i l'embrassit sur les deux joes. i ; Â",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
85,21,"Ça fit d' l'effet au gås qui s’ mit à nuché viau et i dit a son pére d'un air piquiable : Popa, j'sée bin coupabe, j'ai fait bin du péché conte ciel et vous , pardonnait mé m's' incartades, m séyait point , rancunneux et n'éyait point d' fiel- conte mé, car bin deul etj’ pronmains bin m'amendé ; n’ pus vot’ éfant, car jé lé mérite pus d'pis unne écousse ; mettait mé au rétuit, muchait mé dans un racoiń, nayait mé ou que j' voudrez, mains n’ mé saquait point, en prie !",Id. en patois normand du pays d'Ouche (Eure),Normand,norm1245,French,stan1290,fra,same_macro_language
